이탈여부,부양가족수,교육수준,총거래관계수,12개월비활성개월수,12개월고객접촉횟수,신용한도,회전잔액,1~4분기총이용금액변화,총거래금액,1~4분기거래횟수변화,나이그룹,수입,결혼여부_Married,결혼여부_Single,결혼여부_Unknown,카드등급_Gold,카드등급_Platinum,카드등급_Silver,성별_M
0.0,4,1,4,2,2,1.419676945668135,0.47017543859649125,0.926,-0.17172693869657707,1.0,1,5,True,False,False,False,False,False,True
0.0,1,4,6,1,2,0.4036417033773862,-0.895438596491228,1.032,-0.010056081995745503,0.674,2,0,True,False,False,False,False,False,False
0.0,1,3,3,1,3,-0.14625550660792952,0.06596491228070175,0.954,0.0058015857667762525,0.667,2,5,False,False,True,False,False,False,True
0.0,3,4,5,2,2,0.19947136563876652,0.16280701754385965,1.01,0.4869464320247534,0.447,1,2,True,False,False,False,False,False,False
0.0,3,1,6,2,4,-0.10619676945668136,0.8708771929824561,0.749,0.09398568942177528,0.644,1,2,True,False,False,False,False,False,True
0.0,0,2,3,3,3,1.9712187958883993,0.5915789473684211,0.644,0.1187391220266873,1.027,4,0,False,True,False,False,False,False,True
0.0,3,4,4,1,4,0.31541850220264317,0.5080701754385964,0.754,0.1442660994005028,0.596,1,2,True,False,False,False,False,False,False
0.0,2,2,4,2,3,-0.26866372980910425,-0.895438596491228,0.806,0.08276929027267453,0.627,2,1,False,True,False,False,False,False,False
0.0,4,0,5,3,0,-0.36542731277533036,-0.2919298245614035,0.79,0.2923999226455231,0.864,1,1,False,False,True,False,False,False,True
0.0,4,3,5,2,3,-0.04252569750367107,0.647719298245614,0.908,0.2893057435699091,0.884,2,1,True,False,False,False,False,False,False
1.0,2,2,1,2,4,1.3877239353891335,0.696140350877193,0.841,-0.6462966544188745,0.85,2,4,True,False,False,False,False,False,True
0.0,1,4,6,2,2,3.520352422907489,-0.895438596491228,0.711,0.16785921485205957,0.628,3,5,False,True,False,False,False,False,True
0.0,4,3,4,2,2,-0.2115712187958884,-0.2792982456140351,0.633,-0.1995745503771031,0.558,2,3,True,False,False,False,False,False,True
0.0,3,5,3,2,3,0.08140969162995594,-0.5656140350877193,0.805,0.1574163604718623,0.604,1,4,True,False,False,False,False,False,True
0.0,5,4,4,3,0,2.0012922173274594,-0.20350877192982456,0.631,-0.04254496228969252,0.75,2,3,True,False,False,False,False,False,True
0.0,0,4,4,2,2,-0.2421145374449339,-0.895438596491228,1.05,0.1264745697157223,0.521,1,0,True,False,False,False,False,False,False
0.0,3,6,6,1,3,0.6363582966226138,-0.895438596491228,0.966,0.19415973699477856,1.069,2,1,False,True,False,False,False,False,False
0.0,2,2,4,2,4,2.731864904552129,-0.895438596491228,1.301,-0.44014697350609167,0.966,2,0,False,True,False,False,False,False,False
0.0,5,2,3,1,3,1.3012628487518356,-0.08982456140350877,1.028,-0.19841423322374782,0.711,2,3,True,False,False,False,False,False,True
1.0,5,2,3,4,4,1.6741262848751834,0.8708771929824561,0.482,-0.8988590214658674,0.211,2,4,False,True,False,False,False,False,True
0.0,4,4,5,1,3,-0.3037885462555066,0.16842105263157894,0.872,0.09707986849738928,0.744,2,4,False,True,False,False,False,False,True
1.0,3,1,1,3,4,0.003524229074889868,0.16140350877192983,0.443,-0.7673564107522722,0.375,2,1,True,False,False,False,False,False,False
0.0,1,4,4,3,3,2.499265785609398,-0.07438596491228071,0.684,-0.30864436279249663,0.78,2,3,False,True,False,False,False,True,True
0.0,4,6,3,2,2,-0.1315712187958884,-0.005614035087719298,0.703,0.20228195706826532,1.783,2,4,False,False,True,False,False,False,True
1.0,1,1,3,2,2,1.3227606461086638,-0.895438596491228,0.992,-0.30555018371688264,0.412,3,2,False,True,False,False,False,True,True
0.0,2,0,6,1,3,-0.24152716593245227,-0.312280701754386,0.581,0.14503964416940632,0.581,2,1,False,True,False,False,False,False,False
0.0,2,0,4,3,3,0.24011747430249633,-0.895438596491228,0.667,-0.1465867337072133,0.769,2,4,True,False,False,False,False,False,True
1.0,3,4,6,3,2,-0.3434948604992658,-0.895438596491228,0.689,-0.613034229356024,0.433,3,2,False,True,False,False,False,False,False
1.0,2,4,2,3,2,-0.28522760646108664,-0.895438596491228,0.618,-0.9417907561400116,0.778,3,2,False,True,False,False,False,False,False
0.0,2,0,3,3,3,0.024434654919236416,0.4926315789473684,0.959,0.12415393540901179,0.775,1,1,True,False,False,False,False,False,False
1.0,3,6,5,3,4,0.48387665198237884,-0.895438596491228,0.275,-0.9657706439760201,0.31,2,1,False,True,False,False,False,False,False
0.0,2,2,6,3,4,2.034654919236417,-0.2287719298245614,0.866,0.12918197640688456,0.775,2,3,True,False,False,False,False,False,True
0.0,4,4,5,4,2,-0.24305433186490455,0.43087719298245614,0.652,0.08315606265712629,0.737,2,1,False,False,True,False,False,False,False
0.0,3,2,3,4,2,0.4277239353891336,0.3087719298245614,0.781,-0.14310578224714757,0.787,2,3,False,True,False,False,False,False,True
0.0,2,3,5,2,4,-0.31706314243759176,-0.2343859649122807,0.757,0.09089151034616129,0.625,3,1,True,False,False,False,False,False,False
0.0,1,1,5,3,3,-0.24270190895741556,0.5424561403508772,0.69,0.20189518468381357,0.51,2,1,False,False,False,False,False,False,False
0.0,4,0,6,3,2,-0.19077826725403818,0.12,0.563,0.2150454457551731,0.604,1,1,True,False,False,False,False,False,False
1.0,3,6,3,4,2,0.2956828193832599,-0.895438596491228,0.479,-0.8524463353316574,0.31,2,1,True,False,False,False,False,False,False
0.0,4,2,5,1,2,-0.23906020558002936,0.6842105263157895,0.852,0.016631212531425257,0.625,2,2,True,False,False,False,False,False,True
0.0,0,1,4,1,3,-0.106784140969163,-0.43298245614035086,0.938,-0.05530845097660027,0.842,2,3,True,False,False,False,False,False,True
1.0,2,5,3,2,3,0.1148898678414097,-0.10947368421052632,0.442,-0.6257977180429317,0.48,2,2,True,False,False,False,False,False,False
0.0,2,3,6,1,3,3.180734214390602,-0.895438596491228,0.559,0.2336105202088571,0.674,2,4,True,False,False,False,False,False,True
0.0,2,2,6,3,4,3.272834067547724,-0.895438596491228,0.943,0.12338039064010829,0.571,3,4,False,True,False,False,False,False,True
0.0,2,0,6,2,2,0.6200293685756241,-0.4743859649122807,0.477,-0.4095919551344034,0.537,2,3,False,True,False,False,False,False,True
0.0,1,4,4,1,3,-0.2262555066079295,0.30736842105263157,0.807,0.5175014503964417,0.81,2,1,True,False,False,False,False,False,False
0.0,2,2,6,2,3,-0.18279001468428782,0.6828070175438596,0.863,0.08006188358151228,0.528,2,2,False,False,True,False,False,False,True
0.0,2,3,3,2,2,0.9861967694566813,0.0863157894736842,0.507,0.18951846838135758,0.68,1,4,False,True,False,False,False,False,True
0.0,2,1,5,1,4,0.21756240822320116,0.1368421052631579,0.655,0.2189131695996906,0.703,3,3,True,False,False,False,False,False,True
0.0,3,4,4,1,0,0.11242290748898678,0.5985964912280701,0.705,0.04834654805646877,0.55,2,4,False,False,False,False,False,False,True
0.0,1,4,3,3,1,3.520352422907489,-0.895438596491228,0.551,-0.8362018951846838,0.9,3,4,False,True,False,False,False,False,True
0.0,4,3,3,1,1,1.5417327459618209,0.35578947368421054,1.003,-0.28582479210984335,1.36,2,3,False,True,False,False,False,False,True
0.0,3,0,5,3,4,-0.22237885462555065,-0.07719298245614035,0.586,0.10520208857087604,0.818,2,2,False,True,False,False,False,False,False
0.0,2,2,3,1,1,0.1843171806167401,-0.12912280701754386,0.757,0.20692322568168633,0.62,2,1,False,False,True,False,False,False,True
0.0,1,0,3,1,1,1.5140088105726872,0.6659649122807018,0.814,-0.20034809514600657,0.594,2,2,False,False,False,False,False,True,True
1.0,1,3,2,2,3,-0.3627606461086637,-0.895438596491228,0.563,-0.6664088184103655,0.379,2,0,True,False,False,False,False,False,False
0.0,4,1,5,3,2,-0.30355359765051393,0.17473684210526316,0.855,0.2985882807967511,0.816,3,2,False,False,False,False,False,False,False
0.0,3,0,3,2,4,3.0954478707782673,-0.895438596491228,0.502,-0.9352156256043318,0.333,3,3,False,True,False,False,False,True,True
0.0,3,6,3,2,1,0.5083113069016153,-0.10105263157894737,0.844,-0.04641268613421002,0.814,2,3,True,False,False,False,False,False,True
0.0,4,0,3,1,3,-0.2477533039647577,0.15789473684210525,0.744,0.18681106169019532,0.66,2,3,True,False,False,False,False,False,True
0.0,1,2,5,3,4,-0.3403230543318649,0.029473684210526315,0.593,0.2452136917424096,0.533,2,1,True,False,False,False,False,False,False
0.0,4,2,3,2,3,1.2905726872246697,0.018245614035087718,0.461,-0.07000580158576677,0.61,2,4,True,False,False,False,False,False,True
1.0,3,1,2,4,4,1.0343612334801762,-0.895438596491228,0.018,-1.083736221233804,0.077,3,5,False,False,True,False,False,False,True
1.0,1,4,6,2,4,2.6048751835535975,-0.895438596491228,0.716,-0.681106169019532,0.593,2,5,False,True,False,False,False,False,True
0.0,2,4,5,1,4,-0.07048458149779736,0.5249122807017544,0.667,-0.15625604331850707,0.882,3,1,False,False,False,False,False,False,False
0.0,4,4,3,2,2,0.16305433186490456,0.592280701754386,0.654,0.1272481144846258,0.75,2,3,True,False,False,False,False,False,True
0.0,4,6,3,2,4,1.6748311306901615,-0.05894736842105263,0.745,-0.29278669502997484,0.824,1,0,False,True,False,False,False,False,True
1.0,3,2,3,2,6,-0.1218208516886931,0.8708771929824561,0.597,-0.8114484625797718,0.548,2,0,False,True,False,False,False,False,False
0.0,3,6,4,3,0,-0.30237885462555064,-0.008421052631578947,0.671,-0.36356604138464516,0.8,2,1,True,False,False,False,False,False,False
0.0,4,1,5,2,3,-0.19512481644640234,-0.3192982456140351,0.931,0.3148327209437246,1.026,2,1,True,False,False,False,False,False,False
1.0,4,3,2,2,3,-0.26854625550660793,-0.895438596491228,0.752,-0.5855733900599497,0.375,2,1,False,True,False,False,False,False,False
0.0,1,4,3,3,4,2.6129809104258443,0.2771929824561403,0.938,-0.12067298394894604,0.571,1,4,False,False,True,False,False,False,True
1.0,4,4,4,1,3,0.5669309838472834,0.2449122807017544,0.532,-0.6927093405530845,0.5,3,3,True,False,False,False,False,False,True
1.0,2,0,3,1,4,-0.20475770925110132,0.8687719298245614,0.341,-0.8284664474956488,0.4,2,1,False,False,False,False,False,False,False
1.0,2,2,4,2,2,-0.3607635829662261,-0.527719298245614,0.751,-0.6648617288725585,0.643,2,1,False,False,False,False,False,False,False
0.0,3,1,6,2,2,0.26866372980910425,0.23228070175438598,0.524,0.20189518468381357,0.542,3,3,False,True,False,False,False,False,True
1.0,4,0,6,1,3,0.4943318649045521,-0.895438596491228,0.507,-0.6927093405530845,0.516,2,4,False,False,False,False,False,False,True
0.0,3,4,6,3,2,0.702496328928047,-0.895438596491228,0.729,0.2645523109649971,0.851,1,3,True,False,False,False,False,False,True
0.0,0,2,6,1,4,-0.2851101321585903,-0.2112280701754386,0.807,0.5124734093985689,0.667,4,2,False,True,False,False,False,False,True
0.0,3,5,5,2,1,-0.19571218795888398,0.32,0.638,0.059562947205569525,0.635,2,0,True,False,False,False,False,False,False
1.0,1,4,2,4,3,-0.25961820851688694,-0.895438596491228,0.493,-0.9116225101527751,0.607,3,2,False,True,False,False,False,False,False
0.0,3,4,6,3,1,0.07941262848751836,0.7115789473684211,0.962,0.13150261071359504,0.683,3,1,False,False,True,False,False,False,False
0.0,2,4,5,2,4,-0.231071953010279,0.0863157894736842,0.559,-0.6787855347128215,0.909,2,2,True,False,False,False,False,False,True
0.0,1,4,6,2,1,0.8193832599118943,-0.895438596491228,0.682,-0.11641848771997679,0.532,3,4,False,True,False,False,False,False,True
0.0,4,2,3,3,4,0.9973568281938326,0.3957894736842105,0.793,0.04293173467414427,0.5,2,0,False,True,False,False,False,False,False
1.0,4,4,5,3,3,-0.239647577092511,-0.895438596491228,0.702,-0.6257977180429317,0.367,2,0,False,True,False,False,False,False,False
0.0,1,6,5,2,2,-0.3633480176211454,-0.2870175438596491,0.725,0.020885708760394507,0.725,4,2,False,True,False,False,False,False,True
0.0,2,0,5,1,2,0.12487518355359765,0.4266666666666667,0.77,0.3229549410172114,0.886,3,5,False,True,False,False,False,False,True
0.0,3,2,6,1,3,-0.17903083700440528,0.4463157894736842,0.674,0.28118352349642234,0.773,3,1,True,False,False,False,False,False,False
0.0,5,4,3,2,4,-0.04041116005873715,0.8708771929824561,0.652,0.1380777412492748,0.725,1,1,False,True,False,False,False,False,False
0.0,1,3,6,2,3,-0.1214684287812041,0.8708771929824561,1.051,0.16012376716302457,0.8,3,5,False,True,False,False,False,False,True
0.0,2,1,6,3,2,2.5403817914831133,0.4126315789473684,0.684,0.2521755946625411,0.667,3,5,False,True,False,False,False,False,True
0.0,4,4,5,3,2,-0.3461967694566814,-0.16280701754385965,0.781,0.5913749758267259,0.635,2,1,True,False,False,False,False,False,False
0.0,4,1,4,1,3,2.9826725403817913,-0.895438596491228,0.963,0.15702958808741055,0.658,2,0,True,False,False,False,False,False,False
0.0,2,3,3,1,3,-0.2859324522760646,0.22596491228070176,0.934,0.21311158383291434,0.545,2,1,True,False,False,False,False,False,False
1.0,3,4,2,2,3,0.08798825256975036,-0.895438596491228,0.857,-0.5677818603751692,0.542,2,3,True,False,False,False,False,False,True
0.0,3,4,4,3,1,-0.24857562408223202,0.4708771929824561,0.816,0.14310578224714757,0.76,3,1,False,True,False,False,False,False,False
0.0,1,1,5,2,2,-0.36487518355359766,-0.895438596491228,0.875,0.2993618255656546,0.735,3,1,False,False,False,False,False,False,False
0.0,1,2,4,1,4,0.6119236417033774,0.36210526315789476,0.626,0.09089151034616129,0.765,2,5,False,True,False,False,False,False,True
0.0,3,4,6,3,0,0.001527165932452276,0.6891228070175439,0.861,-0.061496809127828275,0.833,2,4,True,False,False,False,False,False,True
0.0,1,0,3,3,2,-0.36542731277533036,-0.895438596491228,0.907,0.047573003287565266,0.649,4,0,False,True,False,False,False,False,False
0.0,3,3,4,2,4,-0.039823788546255505,0.22526315789473683,0.733,0.1713401663121253,0.674,2,0,False,True,False,False,False,False,False
1.0,3,1,3,0,3,-0.36542731277533036,-0.895438596491228,0.429,-0.6907754786308258,0.267,3,1,False,True,False,False,False,False,False
0.0,4,4,4,2,4,2.394361233480176,0.05403508771929825,0.612,0.4378263391993812,0.646,2,5,True,False,False,False,False,False,True
0.0,4,3,3,1,3,0.505726872246696,0.776140350877193,0.67,0.33610520208857086,0.929,2,4,True,False,False,False,False,False,True
0.0,0,4,3,1,1,-0.2724229074889868,0.3087719298245614,0.811,0.049506865209824016,0.5,4,1,False,False,False,False,False,False,False
0.0,4,2,5,1,2,2.793303964757709,-0.4870175438596491,0.912,-0.16399149100754207,0.733,2,4,True,False,False,False,False,False,True
0.0,2,1,5,3,4,-0.24070484581497797,0.015438596491228071,0.626,-0.08741055888609553,0.565,3,0,False,True,False,False,False,False,False
0.0,3,2,4,1,3,0.551776798825257,-0.895438596491228,0.658,0.2753819377296461,0.569,2,3,False,True,False,False,False,False,True
0.0,3,4,5,3,3,0.7760352422907489,0.21543859649122807,1.061,-0.15277509185844132,0.765,2,2,True,False,False,False,False,False,False
0.0,3,0,4,2,3,0.8666079295154185,0.34385964912280703,0.875,-0.04679945851866177,0.75,2,5,False,True,False,False,False,False,True
1.0,3,4,6,3,3,0.11183553597650514,-0.895438596491228,0.519,-0.715142138851286,0.821,3,2,False,True,False,False,False,False,True
0.0,4,4,3,2,1,-0.28651982378854624,-0.3031578947368421,1.109,0.3531231870044479,0.604,2,1,False,True,False,False,False,False,False
0.0,4,1,5,3,2,0.9920704845814978,-0.26105263157894737,0.627,-0.06381744343453877,0.85,2,3,True,False,False,False,False,False,True
0.0,2,0,3,1,2,2.937092511013216,0.5747368421052632,1.1,-0.26029781473602787,0.853,3,0,True,False,False,False,False,False,False
1.0,2,4,2,2,2,0.059324522760646106,0.8708771929824561,0.605,-0.7240379036936763,0.393,2,4,False,True,False,False,False,False,True
0.0,2,4,6,2,3,-0.16599118942731278,0.6856140350877193,0.722,0.2997485979501064,0.763,2,1,False,False,True,False,False,False,False
0.0,2,2,3,3,4,0.18325991189427313,0.19157894736842104,0.683,0.20537613614387934,0.865,2,0,False,False,True,False,False,False,False
0.0,2,2,4,3,1,-0.0657856093979442,0.8687719298245614,0.469,0.4989363759427577,0.519,2,4,True,False,False,False,False,False,True
0.0,1,4,3,1,3,-0.1449632892804699,-0.023157894736842106,0.709,0.041384645136337266,0.548,1,1,False,False,True,False,False,False,False
0.0,2,4,5,4,2,3.520352422907489,0.46456140350877195,0.807,-0.6281183523496422,0.438,3,4,True,False,False,False,False,True,True
0.0,2,1,3,2,2,-0.3236417033773862,-0.18035087719298246,0.692,0.2150454457551731,0.658,1,1,True,False,False,False,False,False,False
0.0,3,0,4,3,4,0.16963289280469898,0.21473684210526317,0.44,-0.16824598723651132,0.684,3,3,True,False,False,False,False,False,True
0.0,3,5,3,2,1,0.4429955947136564,-0.895438596491228,0.421,0.08857087603945078,0.491,2,1,False,False,False,False,False,False,False
1.0,1,2,2,3,4,-0.30766519823788546,-0.895438596491228,0.331,-0.7456971572229742,0.25,4,1,False,True,False,False,False,False,False
0.0,3,0,5,3,0,-0.2607929515418502,0.13263157894736843,0.815,0.1496809127828273,0.72,2,1,False,True,False,False,False,False,False
0.0,1,1,3,3,0,-0.36542731277533036,-0.3649122807017544,1.012,0.20769677045058982,0.622,3,1,False,True,False,False,False,False,False
1.0,3,4,2,3,1,1.5951835535976504,-0.895438596491228,0.71,-0.5399342486946432,0.885,3,2,False,True,False,False,False,True,True
0.0,2,0,3,3,4,0.7157709251101322,0.3080701754385965,0.705,0.10984335718429704,0.762,2,5,True,False,False,False,False,False,True
0.0,0,1,5,1,4,-0.2724229074889868,-0.895438596491228,0.896,-0.05144072713208277,0.909,1,1,True,False,False,False,False,False,False
0.0,1,4,6,2,0,0.28158590308370046,-0.895438596491228,0.745,0.061496809127828275,0.725,3,1,False,False,True,False,False,False,False
0.0,2,2,5,2,4,0.6069897209985315,-0.28210526315789475,0.775,0.42854380197253916,0.655,2,0,False,False,False,False,False,False,False
0.0,0,0,6,3,1,-0.020205580029368574,0.15719298245614036,0.789,0.00038677238445175013,0.938,3,0,True,False,False,False,False,False,False
1.0,2,0,3,3,3,-0.2388252569750367,-0.895438596491228,0.53,-0.6350802552697737,0.545,2,2,False,True,False,False,False,False,False
0.0,2,2,4,2,4,3.520352422907489,-0.895438596491228,0.775,0.05337458905434152,0.706,3,5,False,True,False,False,False,False,True
0.0,3,3,6,3,4,-0.31776798825256974,-0.895438596491228,0.729,0.2572036356604138,0.608,3,1,False,True,False,False,False,False,False
0.0,3,3,4,3,2,1.0201468428781204,-0.11929824561403508,0.882,0.1504544575517308,0.621,2,3,False,False,False,False,False,False,True
0.0,4,0,5,2,2,3.520352422907489,0.11017543859649123,0.758,-0.5066718236317926,0.676,2,4,True,False,False,False,False,True,True
0.0,2,1,3,3,4,-0.3472540381791483,-0.895438596491228,0.718,0.04061110036743377,0.652,2,2,True,False,False,False,False,False,False
0.0,1,4,4,2,3,0.47459618208516885,-0.4147368421052632,0.858,-0.13382324502030554,0.909,2,1,True,False,False,False,False,False,False
1.0,3,2,1,3,4,-0.33303964757709253,-0.895438596491228,0.661,-0.6265712628118353,0.533,3,2,False,True,False,False,False,False,False
0.0,3,5,6,1,2,-0.36542731277533036,-0.3024561403508772,0.642,-0.10365499903306905,0.763,2,5,False,False,True,False,False,False,True
0.0,4,4,6,2,2,-0.24857562408223202,0.47157894736842104,0.752,0.29742796364339585,0.643,2,1,True,False,False,False,False,False,False
0.0,4,1,5,2,4,1.949955947136564,0.3298245614035088,0.853,-0.20460259137497583,0.769,2,4,True,False,False,False,False,False,True
0.0,0,0,3,3,3,0.3451395007342144,0.4750877192982456,0.891,0.06613807774124927,0.658,4,1,False,False,False,False,False,False,False
1.0,4,4,1,3,3,0.14672540381791482,0.8708771929824561,0.58,-0.7886288918971186,0.433,2,1,False,False,False,False,False,False,False
0.0,3,1,6,3,2,3.520352422907489,0.3375438596491228,0.786,0.12531425256236706,0.653,3,4,False,True,False,False,False,False,True
0.0,0,4,6,2,2,0.3593538913362702,0.7698245614035087,0.95,0.3952813769096887,0.62,3,0,True,False,False,False,False,False,False
1.0,4,4,3,3,4,-0.2778267254038179,-0.895438596491228,0.671,-0.7449236124540708,0.556,2,1,True,False,False,False,False,False,False
0.0,1,2,3,3,2,-0.27723935389133625,0.39087719298245616,0.56,0.24405337458905435,0.846,1,1,False,True,False,False,False,False,False
1.0,2,3,5,2,4,-0.1238179148311307,-0.895438596491228,0.639,-0.6838135757106942,0.464,2,4,False,True,False,False,False,False,True
1.0,3,2,2,2,3,0.40751835535976505,-0.8014035087719298,0.717,-0.5762908528331078,0.31,3,2,True,False,False,False,False,False,False
1.0,3,0,3,3,4,1.878883994126285,-0.895438596491228,0.547,-0.7832140785147941,0.615,2,4,True,False,False,False,False,False,True
0.0,0,2,6,2,2,1.6763582966226138,-0.895438596491228,0.894,0.14465287178495456,0.977,4,0,False,True,False,False,False,False,False
0.0,3,0,6,2,4,1.5579441997063141,-0.4442105263157895,0.842,-0.05840263005221427,0.646,2,3,True,False,False,False,False,False,True
0.0,2,2,6,2,0,1.1593538913362702,-0.895438596491228,1.043,-0.0073486753045832525,0.7,2,4,False,True,False,False,False,False,True
0.0,4,0,5,3,4,-0.07201174743024963,0.5249122807017544,0.988,0.4262231676658287,0.692,2,4,False,True,False,False,False,False,True
0.0,3,6,6,3,2,0.1396769456681351,-0.895438596491228,0.852,0.18410365499903306,0.622,2,0,False,False,False,False,False,False,False
0.0,1,1,5,1,2,3.520352422907489,-0.895438596491228,0.452,0.0073486753045832525,1.094,3,5,False,True,False,False,False,False,True
0.0,0,4,4,3,4,-0.35665198237885465,-0.38666666666666666,0.791,0.05530845097660027,0.714,3,1,True,False,False,False,False,False,False
1.0,3,1,3,4,4,1.588957415565345,-0.895438596491228,0.531,-0.9367627151421388,0.5,2,3,False,False,True,False,False,False,True
0.0,4,4,6,1,2,0.16916299559471365,-0.895438596491228,0.668,0.1342100174047573,0.857,2,0,True,False,False,False,False,False,False
0.0,3,5,3,2,2,-0.24187958883994126,0.24350877192982456,0.79,-0.3484819183910269,0.622,3,1,False,True,False,False,False,False,False
0.0,4,1,4,2,2,-0.22202643171806166,-0.895438596491228,0.84,0.25024173274028233,0.884,2,1,False,True,False,False,False,False,False
1.0,0,2,2,4,4,3.520352422907489,0.7164912280701754,0.416,-0.9429510732933668,0.536,3,5,False,True,False,False,False,True,True
0.0,2,2,4,2,0,1.050337738619677,0.27789473684210525,0.799,0.11835234964223554,0.415,2,4,True,False,False,False,False,False,True
0.0,1,2,6,4,3,-0.33891336270190897,-0.3354385964912281,0.703,0.3500290079288339,0.535,2,2,False,True,False,False,False,False,True
0.0,3,1,6,3,3,0.3763876651982379,0.2575438596491228,0.798,-0.20576290852833107,0.806,2,5,True,False,False,False,False,False,True
0.0,3,2,4,2,3,-0.19265785609397945,0.5677192982456141,1.035,0.48539934248694644,0.86,1,1,False,True,False,False,False,False,False
0.0,3,4,6,3,4,3.520352422907489,0.07578947368421053,0.887,0.3272094372461806,0.605,3,4,False,False,False,False,False,True,True
0.0,2,0,3,1,3,-0.12604992657856093,0.19929824561403509,0.894,-0.1558692709340553,0.871,3,2,False,True,False,False,False,False,False
0.0,2,4,6,2,2,1.3482525697503671,-0.08140350877192983,0.386,0.20073486753045833,0.639,3,4,False,True,False,False,False,False,True
0.0,1,1,4,3,2,-0.21662261380323056,0.04070175438596491,0.886,0.23283697543995358,0.675,2,1,False,False,False,False,False,False,True
0.0,3,2,5,3,2,-0.19559471365638767,-0.09263157894736843,0.783,0.38213111583832915,0.698,3,5,True,False,False,False,False,False,True
0.0,2,2,6,1,4,2.320117474302496,0.8708771929824561,0.723,0.549603558305937,0.771,2,4,False,True,False,False,False,False,True
0.0,3,4,6,1,2,1.9037885462555066,0.7017543859649122,0.801,0.2769290272674531,0.837,2,3,False,True,False,False,False,False,True
1.0,3,1,2,2,5,1.9438472834067548,-0.895438596491228,0.637,-0.78011989943918,0.345,2,3,True,False,False,False,False,False,True
0.0,3,2,5,3,4,0.22414096916299558,-0.895438596491228,0.531,0.22742216205762908,0.431,2,5,False,False,False,False,False,False,True
0.0,3,2,5,2,3,-0.346079295154185,-0.895438596491228,0.467,0.05492167859214852,0.571,2,1,True,False,False,False,False,False,False
0.0,3,0,3,6,3,0.5288693098384728,0.19719298245614036,0.621,0.10442854380197254,0.5,2,0,False,False,False,False,False,False,False
1.0,1,2,5,0,4,0.6470484581497797,-0.895438596491228,0.792,-0.5863469348288533,0.448,2,0,False,True,False,False,False,False,False
0.0,3,4,6,2,3,-0.2943906020558003,0.31508771929824564,0.686,0.5078321407851479,0.646,1,3,False,True,False,False,False,False,True
0.0,0,0,6,3,3,-0.20522760646108665,0.7908771929824562,0.636,-0.004641268613421002,0.419,4,1,False,True,False,False,False,False,False
0.0,2,4,4,2,4,-0.3041409691629956,0.2905263157894737,0.63,-0.011216399149100754,0.558,3,1,False,False,False,False,False,False,False
0.0,3,0,6,1,0,-0.25856093979441996,-0.15087719298245614,1.062,-0.7727712241345968,1.25,1,1,False,False,False,False,False,False,False
0.0,2,2,6,4,2,-0.18455212922173275,-0.895438596491228,0.49,-0.007735447689035003,0.583,1,3,False,False,False,False,False,False,True
0.0,3,3,3,3,3,-0.29744493392070487,0.19719298245614036,0.738,-0.009282537226842004,0.974,2,1,True,False,False,False,False,False,False
0.0,1,4,5,2,3,1.0647870778267254,-0.07298245614035087,0.657,0.13691742409591956,0.75,0,0,False,True,False,False,False,False,False
0.0,2,6,6,2,3,0.11794419970631424,-0.11157894736842106,0.914,-0.05994971959002127,0.793,2,1,False,True,False,False,False,False,False
0.0,1,2,6,1,2,0.21110132158590308,-0.4898245614035088,0.55,-0.023979887836008507,0.604,3,4,False,False,True,False,False,False,True
0.0,2,0,4,2,3,3.520352422907489,0.0912280701754386,1.261,-0.21543221813962482,0.969,2,5,True,False,False,False,False,True,True
0.0,3,4,5,3,3,-0.36542731277533036,-0.20210526315789473,0.556,-0.13072906594469155,0.5,1,1,True,False,False,False,False,False,False
0.0,3,0,3,1,3,1.2433480176211453,0.27157894736842103,0.646,0.19067878553471282,0.511,1,2,False,True,False,False,False,True,True
0.0,4,3,3,3,2,-0.24046989720998532,0.14877192982456142,0.56,-0.05260104428543802,0.875,2,2,False,True,False,False,False,False,True
0.0,3,2,3,2,2,-0.2302496328928047,0.5445614035087719,0.636,0.09050473796170953,0.789,2,1,False,True,False,False,False,False,False
0.0,3,4,5,1,3,-0.2936857562408223,0.12912280701754386,0.599,-0.14890736801392382,0.646,2,1,False,True,False,False,False,False,False
0.0,4,3,6,1,2,-0.11618208516886931,-0.3684210526315789,1.096,0.06227035389673177,0.975,2,2,True,False,False,False,False,False,True
0.0,3,0,3,2,3,-0.36542731277533036,-0.895438596491228,1.044,0.2529491394314446,1.167,2,1,True,False,False,False,False,False,False
0.0,3,4,6,1,2,2.5125403817914833,-0.895438596491228,0.936,-0.044092051827499514,0.7,2,5,False,False,True,False,False,False,True
0.0,1,5,4,2,3,-0.2539794419970631,0.14456140350877192,0.868,0.0038677238445175015,0.675,2,3,False,True,False,False,False,False,True
0.0,4,4,4,1,2,-0.19230543318649046,0.15789473684210525,0.825,0.23941210597563334,0.875,2,1,True,False,False,False,False,False,True
0.0,2,1,3,2,2,0.2952129221732746,-0.014736842105263158,0.672,-0.1806227035389673,0.744,3,3,False,True,False,False,False,False,True
0.0,2,4,3,3,3,0.897151248164464,-0.1375438596491228,0.842,0.3426803326242506,0.65,3,4,True,False,False,False,False,False,True
1.0,0,4,2,3,5,-0.11500734214390602,0.8708771929824561,0.69,-0.2359311545155676,0.958,4,1,False,True,False,False,False,False,True
